DNA Collections Form,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Study:,5953STDY,,,,,,,,,,,,,,,,,,,,,,
Supplier:,Sanger Institute,,,,,,,,,,,,,,,,,,,,,,
No. Plates Sent:,20,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
SANGER PLATE ID,WELL,SANGER SAMPLE ID,SUPPLIER SAMPLE NAME,REFERENCE GENOME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,DNA SOURCE,GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,PHENOTYPE (required for EGA),Developmental stage,Cell Type,Immunoprecipitate,Organism part,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for cancer samples)
DN600645D,F3,5953STDY8613552,,,,,,,,,,,,,,,,,,,,,5953STDY8613552
DN600645D,G3,5953STDY8613553,,,,,,,,,,,,,,,,,,,,,5953STDY8613553
DN600645D,H3,5953STDY8613554,,,,,,,,,,,,,,,,,,,,,5953STDY8613554
DN600645D,A4,5953STDY8613555,,,,,,,,,,,,,,,,,,,,,5953STDY8613555
DN600645D,B4,5953STDY8613556,,,,,,,,,,,,,,,,,,,,,5953STDY8613556
DN600645D,C4,5953STDY8613557,,,,,,,,,,,,,,,,,,,,,5953STDY8613557
DN600645D,D4,5953STDY8613558,,,,,,,,,,,,,,,,,,,,,5953STDY8613558
DN600645D,E4,5953STDY8613559,,,,,,,,,,,,,,,,,,,,,5953STDY8613559
DN600645D,F4,5953STDY8613560,,,,,,,,,,,,,,,,,,,,,5953STDY8613560
DN600645D,G4,5953STDY8613561,,,,,,,,,,,,,,,,,,,,,5953STDY8613561
DN600645D,H4,5953STDY8613562,,,,,,,,,,,,,,,,,,,,,5953STDY8613562
DN600645D,A5,5953STDY8613563,,,,,,,,,,,,,,,,,,,,,5953STDY8613563
DN600645D,B5,5953STDY8613564,,,,,,,,,,,,,,,,,,,,,5953STDY8613564
DN600645D,C5,5953STDY8613565,,,,,,,,,,,,,,,,,,,,,5953STDY8613565
DN600645D,D5,5953STDY8613566,,,,,,,,,,,,,,,,,,,,,5953STDY8613566
DN600645D,E5,5953STDY8613567,,,,,,,,,,,,,,,,,,,,,5953STDY8613567
DN600645D,F5,5953STDY8613568,,,,,,,,,,,,,,,,,,,,,5953STDY8613568
DN600645D,G5,5953STDY8613569,,,,,,,,,,,,,,,,,,,,,5953STDY8613569
DN600645D,H5,5953STDY8613570,,,,,,,,,,,,,,,,,,,,,5953STDY8613570
DN600645D,A6,5953STDY8613571,,,,,,,,,,,,,,,,,,,,,5953STDY8613571
DN600645D,B6,5953STDY8613572,,,,,,,,,,,,,,,,,,,,,5953STDY8613572
DN600645D,C6,5953STDY8613573,,,,,,,,,,,,,,,,,,,,,5953STDY8613573
DN600645D,D6,5953STDY8613574,,,,,,,,,,,,,,,,,,,,,5953STDY8613574
DN600645D,E6,5953STDY8613575,,,,,,,,,,,,,,,,,,,,,5953STDY8613575
DN600645D,F6,5953STDY8613576,,,,,,,,,,,,,,,,,,,,,5953STDY8613576
DN600645D,G6,5953STDY8613577,,,,,,,,,,,,,,,,,,,,,5953STDY8613577
DN600645D,H6,5953STDY8613578,,,,,,,,,,,,,,,,,,,,,5953STDY8613578
DN600645D,A7,5953STDY8613579,,,,,,,,,,,,,,,,,,,,,5953STDY8613579
DN600645D,B7,5953STDY8613580,,,,,,,,,,,,,,,,,,,,,5953STDY8613580
DN600645D,C7,5953STDY8613581,,,,,,,,,,,,,,,,,,,,,5953STDY8613581
DN600645D,D7,5953STDY8613582,,,,,,,,,,,,,,,,,,,,,5953STDY8613582
DN600645D,E7,5953STDY8613583,,,,,,,,,,,,,,,,,,,,,5953STDY8613583
DN600645D,F7,5953STDY8613584,,,,,,,,,,,,,,,,,,,,,5953STDY8613584
DN600645D,G7,5953STDY8613585,,,,,,,,,,,,,,,,,,,,,5953STDY8613585
DN600645D,H7,5953STDY8613586,,,,,,,,,,,,,,,,,,,,,5953STDY8613586
DN600645D,A8,5953STDY8613587,,,,,,,,,,,,,,,,,,,,,5953STDY8613587
DN600645D,B8,5953STDY8613588,,,,,,,,,,,,,,,,,,,,,5953STDY8613588
DN600645D,C8,5953STDY8613589,,,,,,,,,,,,,,,,,,,,,5953STDY8613589
DN600645D,D8,5953STDY8613590,,,,,,,,,,,,,,,,,,,,,5953STDY8613590
DN600645D,E8,5953STDY8613591,,,,,,,,,,,,,,,,,,,,,5953STDY8613591
DN600645D,F8,5953STDY8613592,,,,,,,,,,,,,,,,,,,,,5953STDY8613592
DN600645D,G8,5953STDY8613593,,,,,,,,,,,,,,,,,,,,,5953STDY8613593
DN600645D,H8,5953STDY8613594,,,,,,,,,,,,,,,,,,,,,5953STDY8613594
DN600645D,A9,5953STDY8613595,,,,,,,,,,,,,,,,,,,,,5953STDY8613595
DN600645D,B9,5953STDY8613596,,,,,,,,,,,,,,,,,,,,,5953STDY8613596
DN600645D,C9,5953STDY8613597,,,,,,,,,,,,,,,,,,,,,5953STDY8613597
DN600645D,D9,5953STDY8613598,,,,,,,,,,,,,,,,,,,,,5953STDY8613598
DN600645D,E9,5953STDY8613599,,,,,,,,,,,,,,,,,,,,,5953STDY8613599
DN600645D,F9,5953STDY8613600,,,,,,,,,,,,,,,,,,,,,5953STDY8613600
DN600645D,G9,5953STDY8613601,,,,,,,,,,,,,,,,,,,,,5953STDY8613601
DN600645D,H9,5953STDY8613602,,,,,,,,,,,,,,,,,,,,,5953STDY8613602
DN600645D,A10,5953STDY8613603,,,,,,,,,,,,,,,,,,,,,5953STDY8613603
DN600645D,B10,5953STDY8613604,,,,,,,,,,,,,,,,,,,,,5953STDY8613604
DN600645D,C10,5953STDY8613605,,,,,,,,,,,,,,,,,,,,,5953STDY8613605
DN600645D,D10,5953STDY8613606,,,,,,,,,,,,,,,,,,,,,5953STDY8613606
DN600645D,E10,5953STDY8613607,,,,,,,,,,,,,,,,,,,,,5953STDY8613607
DN600645D,F10,5953STDY8613608,,,,,,,,,,,,,,,,,,,,,5953STDY8613608
DN600645D,G10,5953STDY8613609,,,,,,,,,,,,,,,,,,,,,5953STDY8613609
DN600645D,H10,5953STDY8613610,,,,,,,,,,,,,,,,,,,,,5953STDY8613610
DN600645D,A11,5953STDY8613611,,,,,,,,,,,,,,,,,,,,,5953STDY8613611
DN600645D,B11,5953STDY8613612,,,,,,,,,,,,,,,,,,,,,5953STDY8613612
DN600645D,C11,5953STDY8613613,,,,,,,,,,,,,,,,,,,,,5953STDY8613613
DN600645D,D11,5953STDY8613614,,,,,,,,,,,,,,,,,,,,,5953STDY8613614
DN600645D,E11,5953STDY8613615,,,,,,,,,,,,,,,,,,,,,5953STDY8613615
DN600645D,F11,5953STDY8613616,,,,,,,,,,,,,,,,,,,,,5953STDY8613616
DN600645D,G11,5953STDY8613617,,,,,,,,,,,,,,,,,,,,,5953STDY8613617
DN600645D,H11,5953STDY8613618,,,,,,,,,,,,,,,,,,,,,5953STDY8613618
DN600645D,A12,5953STDY8613619,,,,,,,,,,,,,,,,,,,,,5953STDY8613619
DN600645D,B12,5953STDY8613620,,,,,,,,,,,,,,,,,,,,,5953STDY8613620
DN600645D,C12,5953STDY8613621,,,,,,,,,,,,,,,,,,,,,5953STDY8613621
DN600645D,D12,5953STDY8613622,,,,,,,,,,,,,,,,,,,,,5953STDY8613622
DN600645D,E12,5953STDY8613623,,,,,,,,,,,,,,,,,,,,,5953STDY8613623
DN600645D,F12,5953STDY8613624,,,,,,,,,,,,,,,,,,,,,5953STDY8613624
DN600645D,G12,5953STDY8613625,,,,,,,,,,,,,,,,,,,,,5953STDY8613625
DN600645D,H12,5953STDY8613626,,,,,,,,,,,,,,,,,,,,,5953STDY8613626
DN600646E,A1,5953STDY8613627,,,,,,,,,,,,,,,,,,,,,5953STDY8613627
DN600646E,B1,5953STDY8613628,,,,,,,,,,,,,,,,,,,,,5953STDY8613628
DN600646E,C1,5953STDY8613629,,,,,,,,,,,,,,,,,,,,,5953STDY8613629
DN600646E,D1,5953STDY8613630,,,,,,,,,,,,,,,,,,,,,5953STDY8613630
DN600646E,E1,5953STDY8613631,,,,,,,,,,,,,,,,,,,,,5953STDY8613631
DN600646E,F1,5953STDY8613632,,,,,,,,,,,,,,,,,,,,,5953STDY8613632
DN600646E,G1,5953STDY8613633,,,,,,,,,,,,,,,,,,,,,5953STDY8613633
DN600646E,H1,5953STDY8613634,,,,,,,,,,,,,,,,,,,,,5953STDY8613634
DN600646E,A2,5953STDY8613635,,,,,,,,,,,,,,,,,,,,,5953STDY8613635
DN600646E,B2,5953STDY8613636,,,,,,,,,,,,,,,,,,,,,5953STDY8613636
DN600646E,C2,5953STDY8613637,,,,,,,,,,,,,,,,,,,,,5953STDY8613637
DN600646E,D2,5953STDY8613638,,,,,,,,,,,,,,,,,,,,,5953STDY8613638
DN600646E,E2,5953STDY8613639,,,,,,,,,,,,,,,,,,,,,5953STDY8613639
DN600646E,F2,5953STDY8613640,,,,,,,,,,,,,,,,,,,,,5953STDY8613640
DN600646E,G2,5953STDY8613641,,,,,,,,,,,,,,,,,,,,,5953STDY8613641
DN600646E,H2,5953STDY8613642,,,,,,,,,,,,,,,,,,,,,5953STDY8613642
DN600646E,A3,5953STDY8613643,,,,,,,,,,,,,,,,,,,,,5953STDY8613643
DN600646E,B3,5953STDY8613644,,,,,,,,,,,,,,,,,,,,,5953STDY8613644
DN600646E,C3,5953STDY8613645,,,,,,,,,,,,,,,,,,,,,5953STDY8613645
DN600646E,D3,5953STDY8613646,,,,,,,,,,,,,,,,,,,,,5953STDY8613646
DN600646E,E3,5953STDY8613647,,,,,,,,,,,,,,,,,,,,,5953STDY8613647
DN600646E,F3,5953STDY8613648,,,,,,,,,,,,,,,,,,,,,5953STDY8613648
DN600646E,G3,5953STDY8613649,,,,,,,,,,,,,,,,,,,,,5953STDY8613649
DN600646E,H3,5953STDY8613650,,,,,,,,,,,,,,,,,,,,,5953STDY8613650
DN600646E,A4,5953STDY8613651,,,,,,,,,,,,,,,,,,,,,5953STDY8613651
DN600646E,B4,5953STDY8613652,,,,,,,,,,,,,,,,,,,,,5953STDY8613652
DN600646E,C4,5953STDY8613653,,,,,,,,,,,,,,,,,,,,,5953STDY8613653
DN600646E,D4,5953STDY8613654,,,,,,,,,,,,,,,,,,,,,5953STDY8613654
DN600646E,E4,5953STDY8613655,,,,,,,,,,,,,,,,,,,,,5953STDY8613655
DN600646E,F4,5953STDY8613656,,,,,,,,,,,,,,,,,,,,,5953STDY8613656
DN600646E,G4,5953STDY8613657,,,,,,,,,,,,,,,,,,,,,5953STDY8613657
DN600646E,H4,5953STDY8613658,,,,,,,,,,,,,,,,,,,,,5953STDY8613658
DN600646E,A5,5953STDY8613659,,,,,,,,,,,,,,,,,,,,,5953STDY8613659
DN600646E,B5,5953STDY8613660,,,,,,,,,,,,,,,,,,,,,5953STDY8613660
DN600646E,C5,5953STDY8613661,,,,,,,,,,,,,,,,,,,,,5953STDY8613661
DN600646E,D5,5953STDY8613662,,,,,,,,,,,,,,,,,,,,,5953STDY8613662
DN600646E,E5,5953STDY8613663,,,,,,,,,,,,,,,,,,,,,5953STDY8613663
DN600646E,F5,5953STDY8613664,,,,,,,,,,,,,,,,,,,,,5953STDY8613664
DN600646E,G5,5953STDY8613665,,,,,,,,,,,,,,,,,,,,,5953STDY8613665
DN600646E,H5,5953STDY8613666,,,,,,,,,,,,,,,,,,,,,5953STDY8613666
DN600646E,A6,5953STDY8613667,,,,,,,,,,,,,,,,,,,,,5953STDY8613667
DN600646E,B6,5953STDY8613668,,,,,,,,,,,,,,,,,,,,,5953STDY8613668
DN600646E,C6,5953STDY8613669,,,,,,,,,,,,,,,,,,,,,5953STDY8613669
DN600646E,D6,5953STDY8613670,,,,,,,,,,,,,,,,,,,,,5953STDY8613670
DN600646E,E6,5953STDY8613671,,,,,,,,,,,,,,,,,,,,,5953STDY8613671
DN600646E,F6,5953STDY8613672,,,,,,,,,,,,,,,,,,,,,5953STDY8613672
DN600646E,G6,5953STDY8613673,,,,,,,,,,,,,,,,,,,,,5953STDY8613673
DN600646E,H6,5953STDY8613674,,,,,,,,,,,,,,,,,,,,,5953STDY8613674
DN600646E,A7,5953STDY8613675,,,,,,,,,,,,,,,,,,,,,5953STDY8613675
DN600646E,B7,5953STDY8613676,,,,,,,,,,,,,,,,,,,,,5953STDY8613676
DN600646E,C7,5953STDY8613677,,,,,,,,,,,,,,,,,,,,,5953STDY8613677
DN600646E,D7,5953STDY8613678,,,,,,,,,,,,,,,,,,,,,5953STDY8613678
DN600646E,E7,5953STDY8613679,,,,,,,,,,,,,,,,,,,,,5953STDY8613679
DN600646E,F7,5953STDY8613680,,,,,,,,,,,,,,,,,,,,,5953STDY8613680
DN600646E,G7,5953STDY8613681,,,,,,,,,,,,,,,,,,,,,5953STDY8613681
DN600646E,H7,5953STDY8613682,,,,,,,,,,,,,,,,,,,,,5953STDY8613682
DN600646E,A8,5953STDY8613683,,,,,,,,,,,,,,,,,,,,,5953STDY8613683
DN600646E,B8,5953STDY8613684,,,,,,,,,,,,,,,,,,,,,5953STDY8613684
DN600646E,C8,5953STDY8613685,,,,,,,,,,,,,,,,,,,,,5953STDY8613685
DN600646E,D8,5953STDY8613686,,,,,,,,,,,,,,,,,,,,,5953STDY8613686
DN600646E,E8,5953STDY8613687,,,,,,,,,,,,,,,,,,,,,5953STDY8613687
DN600646E,F8,5953STDY8613688,,,,,,,,,,,,,,,,,,,,,5953STDY8613688
DN600646E,G8,5953STDY8613689,,,,,,,,,,,,,,,,,,,,,5953STDY8613689
DN600646E,H8,5953STDY8613690,,,,,,,,,,,,,,,,,,,,,5953STDY8613690
DN600646E,A9,5953STDY8613691,,,,,,,,,,,,,,,,,,,,,5953STDY8613691
DN600646E,B9,5953STDY8613692,,,,,,,,,,,,,,,,,,,,,5953STDY8613692
DN600646E,C9,5953STDY8613693,,,,,,,,,,,,,,,,,,,,,5953STDY8613693
DN600646E,D9,5953STDY8613694,,,,,,,,,,,,,,,,,,,,,5953STDY8613694
DN600646E,E9,5953STDY8613695,,,,,,,,,,,,,,,,,,,,,5953STDY8613695
DN600646E,F9,5953STDY8613696,,,,,,,,,,,,,,,,,,,,,5953STDY8613696
DN600646E,G9,5953STDY8613697,,,,,,,,,,,,,,,,,,,,,5953STDY8613697
DN600646E,H9,5953STDY8613698,,,,,,,,,,,,,,,,,,,,,5953STDY8613698
DN600646E,A10,5953STDY8613699,,,,,,,,,,,,,,,,,,,,,5953STDY8613699
DN600646E,B10,5953STDY8613700,,,,,,,,,,,,,,,,,,,,,5953STDY8613700
DN600646E,C10,5953STDY8613701,,,,,,,,,,,,,,,,,,,,,5953STDY8613701
DN600646E,D10,5953STDY8613702,,,,,,,,,,,,,,,,,,,,,5953STDY8613702
DN600646E,E10,5953STDY8613703,,,,,,,,,,,,,,,,,,,,,5953STDY8613703
DN600646E,F10,5953STDY8613704,,,,,,,,,,,,,,,,,,,,,5953STDY8613704
DN600646E,G10,5953STDY8613705,,,,,,,,,,,,,,,,,,,,,5953STDY8613705
DN600646E,H10,5953STDY8613706,,,,,,,,,,,,,,,,,,,,,5953STDY8613706
DN600646E,A11,5953STDY8613707,,,,,,,,,,,,,,,,,,,,,5953STDY8613707
DN600646E,B11,5953STDY8613708,,,,,,,,,,,,,,,,,,,,,5953STDY8613708
DN600646E,C11,5953STDY8613709,,,,,,,,,,,,,,,,,,,,,5953STDY8613709
DN600646E,D11,5953STDY8613710,,,,,,,,,,,,,,,,,,,,,5953STDY8613710
DN600646E,E11,5953STDY8613711,,,,,,,,,,,,,,,,,,,,,5953STDY8613711
DN600646E,F11,5953STDY8613712,,,,,,,,,,,,,,,,,,,,,5953STDY8613712
DN600646E,G11,5953STDY8613713,,,,,,,,,,,,,,,,,,,,,5953STDY8613713
DN600646E,H11,5953STDY8613714,,,,,,,,,,,,,,,,,,,,,5953STDY8613714
DN600646E,A12,5953STDY8613715,,,,,,,,,,,,,,,,,,,,,5953STDY8613715
DN600646E,B12,5953STDY8613716,,,,,,,,,,,,,,,,,,,,,5953STDY8613716
DN600646E,C12,5953STDY8613717,,,,,,,,,,,,,,,,,,,,,5953STDY8613717
DN600646E,D12,5953STDY8613718,,,,,,,,,,,,,,,,,,,,,5953STDY8613718
DN600646E,E12,5953STDY8613719,,,,,,,,,,,,,,,,,,,,,5953STDY8613719
DN600646E,F12,5953STDY8613720,,,,,,,,,,,,,,,,,,,,,5953STDY8613720
DN600646E,G12,5953STDY8613721,,,,,,,,,,,,,,,,,,,,,5953STDY8613721
DN600646E,H12,5953STDY8613722,,,,,,,,,,,,,,,,,,,,,5953STDY8613722
DN600647F,A1,5953STDY8613723,HB45_2_V10_BRA_SC_1,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613723
DN600647F,B1,5953STDY8613724,HB45_2_V10_BRA_SC_2,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613724
DN600647F,C1,5953STDY8613725,HB45_2_V10_BRA_SC_3,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613725
DN600647F,D1,5953STDY8613726,HB45_2_V10_BRA_SC_4,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613726
DN600647F,E1,5953STDY8613727,HB45_2_V10_BRA_SC_5,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613727
DN600647F,F1,5953STDY8613728,HB45_2_V10_BRA_SC_6,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613728
DN600647F,G1,5953STDY8613729,HB45_2_V10_BRA_SC_7,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613729
DN600647F,H1,5953STDY8613730,HB45_2_V10_BRA_SC_8,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613730
DN600647F,A2,5953STDY8613731,HB45_2_V10_BRA_SC_9,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613731
DN600647F,B2,5953STDY8613732,HB45_2_V10_BRA_SC_10,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613732
DN600647F,C2,5953STDY8613733,HB45_2_V10_BRA_SC_11,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613733
DN600647F,D2,5953STDY8613734,HB45_2_V10_BRA_SC_12,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613734
DN600647F,E2,5953STDY8613735,HB45_2_V10_BRA_SC_13,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613735
DN600647F,F2,5953STDY8613736,HB45_2_V10_BRA_SC_14,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613736
DN600647F,G2,5953STDY8613737,HB45_2_V10_BRA_SC_15,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613737
DN600647F,H2,5953STDY8613738,HB45_2_V10_BRA_SC_16,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613738
DN600647F,A3,5953STDY8613739,HB45_2_V10_BRA_SC_17,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613739
DN600647F,B3,5953STDY8613740,HB45_2_V10_BRA_SC_18,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613740
DN600647F,C3,5953STDY8613741,HB45_2_V10_BRA_SC_19,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613741
DN600647F,D3,5953STDY8613742,HB45_2_V10_BRA_SC_20,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613742
DN600647F,E3,5953STDY8613743,HB45_2_V10_BRA_SC_21,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613743
DN600647F,F3,5953STDY8613744,HB45_2_V10_BRA_SC_22,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613744
DN600647F,G3,5953STDY8613745,HB45_2_V10_BRA_SC_23,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613745
DN600647F,H3,5953STDY8613746,HB45_2_V10_BRA_SC_24,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613746
DN600647F,A4,5953STDY8613747,HB45_2_V10_BRA_SC_25,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613747
DN600647F,B4,5953STDY8613748,HB45_2_V10_BRA_SC_26,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613748
DN600647F,C4,5953STDY8613749,HB45_2_V10_BRA_SC_27,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613749
DN600647F,D4,5953STDY8613750,HB45_2_V10_BRA_SC_28,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613750
DN600647F,E4,5953STDY8613751,HB45_2_V10_BRA_SC_29,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613751
DN600647F,F4,5953STDY8613752,HB45_2_V10_BRA_SC_30,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613752
DN600647F,G4,5953STDY8613753,HB45_2_V10_BRA_SC_31,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613753
DN600647F,H4,5953STDY8613754,HB45_2_V10_BRA_SC_32,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613754
DN600647F,A5,5953STDY8613755,HB45_2_V10_BRA_SC_33,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613755
DN600647F,B5,5953STDY8613756,HB45_2_V10_BRA_SC_34,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613756
DN600647F,C5,5953STDY8613757,HB45_2_V10_BRA_SC_35,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613757
DN600647F,D5,5953STDY8613758,HB45_2_V10_BRA_SC_36,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613758
DN600647F,E5,5953STDY8613759,HB45_2_V10_BRA_SC_37,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613759
DN600647F,F5,5953STDY8613760,HB45_2_V10_BRA_SC_38,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613760
DN600647F,G5,5953STDY8613761,HB45_2_V10_BRA_SC_39,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613761
DN600647F,H5,5953STDY8613762,HB45_2_V10_BRA_SC_40,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613762
DN600647F,A6,5953STDY8613763,HB45_2_V10_BRA_SC_41,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613763
DN600647F,B6,5953STDY8613764,HB45_2_V10_BRA_SC_42,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613764
DN600647F,C6,5953STDY8613765,HB45_2_V10_BRA_SC_43,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613765
DN600647F,D6,5953STDY8613766,HB45_2_V10_BRA_SC_44,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613766
DN600647F,E6,5953STDY8613767,HB45_2_V10_BRA_SC_45,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613767
DN600647F,F6,5953STDY8613768,HB45_2_V10_BRA_SC_46,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613768
DN600647F,G6,5953STDY8613769,HB45_2_V10_BRA_SC_47,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613769
DN600647F,H6,5953STDY8613770,HB45_2_V10_BRA_SC_48,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613770
DN600647F,A7,5953STDY8613771,HB45_2_V10_BRA_SC_49,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613771
DN600647F,B7,5953STDY8613772,HB45_2_V10_BRA_SC_50,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613772
DN600647F,C7,5953STDY8613773,HB45_2_V10_BRA_SC_51,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613773
DN600647F,D7,5953STDY8613774,HB45_2_V10_BRA_SC_52,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613774
DN600647F,E7,5953STDY8613775,HB45_2_V10_BRA_SC_53,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613775
DN600647F,F7,5953STDY8613776,HB45_2_V10_BRA_SC_54,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613776
DN600647F,G7,5953STDY8613777,HB45_2_V10_BRA_SC_55,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613777
DN600647F,H7,5953STDY8613778,HB45_2_V10_BRA_SC_56,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613778
DN600647F,A8,5953STDY8613779,HB45_2_V10_BRA_SC_57,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613779
DN600647F,B8,5953STDY8613780,HB45_2_V10_BRA_SC_58,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613780
DN600647F,C8,5953STDY8613781,HB45_2_V10_BRA_SC_59,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613781
DN600647F,D8,5953STDY8613782,HB45_2_V10_BRA_SC_60,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613782
DN600647F,E8,5953STDY8613783,HB45_2_V10_BRA_SC_61,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613783
DN600647F,F8,5953STDY8613784,HB45_2_V10_BRA_SC_62,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613784
DN600647F,G8,5953STDY8613785,HB45_2_V10_BRA_SC_63,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613785
DN600647F,H8,5953STDY8613786,HB45_2_V10_BRA_SC_64,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613786
DN600647F,A9,5953STDY8613787,HB45_2_V10_BRA_SC_65,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613787
DN600647F,B9,5953STDY8613788,HB45_2_V10_BRA_SC_66,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613788
DN600647F,C9,5953STDY8613789,HB45_2_V10_BRA_SC_67,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613789
DN600647F,D9,5953STDY8613790,HB45_2_V10_BRA_SC_68,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613790
DN600647F,E9,5953STDY8613791,HB45_2_V10_BRA_SC_69,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613791
DN600647F,F9,5953STDY8613792,HB45_2_V10_BRA_SC_70,,,,,Unknown,,,,9606,Human ,,,,Unknown ,,,,,,5953STDY8613792
