DNA Collections Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Study:,5953STDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplier:,Sanger Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No. Plates Sent:,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGER PLATE ID,WELL,SANGER SAMPLE ID,SUPPLIER SAMPLE NAME,REFERENCE GENOME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,COUNTRY OF ORIGIN,GEOGRAPHICAL REGION,ETHNICITY,DNA SOURCE,DATE OF SAMPLE COLLECTION (MM/YY or YYYY only),DATE OF DNA EXTRACTION (MM/YY or YYYY only),DNA EXTRACTION METHOD,SAMPLE PURIFIED?,PURIFICATION METHOD,CONCENTRATION DETERMINED BY,DNA STORAGE CONDITIONS,MOTHER (optional),FATHER (optional),SIBLING (optional),GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for cancer samples),PHENOTYPE (required for EGA)
DN591850D,H13,5953STDY8280410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280410,
DN591850D,I13,5953STDY8280411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280411,
DN591850D,J13,5953STDY8280412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280412,
DN591850D,K13,5953STDY8280413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280413,
DN591850D,L13,5953STDY8280414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280414,
DN591850D,M13,5953STDY8280415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280415,
DN591850D,N13,5953STDY8280416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280416,
DN591850D,O13,5953STDY8280417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280417,
DN591850D,P13,5953STDY8280418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280418,
DN591850D,A14,5953STDY8280419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280419,
DN591850D,B14,5953STDY8280420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280420,
DN591850D,C14,5953STDY8280421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280421,
DN591850D,D14,5953STDY8280422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280422,
DN591850D,E14,5953STDY8280423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280423,
DN591850D,F14,5953STDY8280424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280424,
DN591850D,G14,5953STDY8280425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280425,
DN591850D,H14,5953STDY8280426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280426,
DN591850D,I14,5953STDY8280427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280427,
DN591850D,J14,5953STDY8280428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280428,
DN591850D,K14,5953STDY8280429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280429,
DN591850D,L14,5953STDY8280430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280430,
DN591850D,M14,5953STDY8280431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280431,
DN591850D,N14,5953STDY8280432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280432,
DN591850D,O14,5953STDY8280433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280433,
DN591850D,P14,5953STDY8280434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280434,
DN591850D,A15,5953STDY8280435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280435,
DN591850D,B15,5953STDY8280436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280436,
DN591850D,C15,5953STDY8280437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280437,
DN591850D,D15,5953STDY8280438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280438,
DN591850D,E15,5953STDY8280439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280439,
DN591850D,F15,5953STDY8280440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280440,
DN591850D,G15,5953STDY8280441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280441,
DN591850D,H15,5953STDY8280442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280442,
DN591850D,I15,5953STDY8280443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280443,
DN591850D,J15,5953STDY8280444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280444,
DN591850D,K15,5953STDY8280445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280445,
DN591850D,L15,5953STDY8280446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280446,
DN591850D,M15,5953STDY8280447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280447,
DN591850D,N15,5953STDY8280448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280448,
DN591850D,O15,5953STDY8280449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280449,
DN591850D,P15,5953STDY8280450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280450,
DN591850D,A16,5953STDY8280451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280451,
DN591850D,B16,5953STDY8280452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280452,
DN591850D,C16,5953STDY8280453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280453,
DN591850D,D16,5953STDY8280454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280454,
DN591850D,E16,5953STDY8280455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280455,
DN591850D,F16,5953STDY8280456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280456,
DN591850D,G16,5953STDY8280457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280457,
DN591850D,H16,5953STDY8280458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280458,
DN591850D,I16,5953STDY8280459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280459,
DN591850D,J16,5953STDY8280460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280460,
DN591850D,K16,5953STDY8280461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280461,
DN591850D,L16,5953STDY8280462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280462,
DN591850D,M16,5953STDY8280463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280463,
DN591850D,N16,5953STDY8280464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280464,
DN591850D,O16,5953STDY8280465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280465,
DN591850D,P16,5953STDY8280466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280466,
DN591850D,A17,5953STDY8280467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280467,
DN591850D,B17,5953STDY8280468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280468,
DN591850D,C17,5953STDY8280469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280469,
DN591850D,D17,5953STDY8280470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280470,
DN591850D,E17,5953STDY8280471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280471,
DN591850D,F17,5953STDY8280472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280472,
DN591850D,G17,5953STDY8280473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280473,
DN591850D,H17,5953STDY8280474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280474,
DN591850D,I17,5953STDY8280475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280475,
DN591850D,J17,5953STDY8280476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280476,
DN591850D,K17,5953STDY8280477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280477,
DN591850D,L17,5953STDY8280478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280478,
DN591850D,M17,5953STDY8280479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280479,
DN591850D,N17,5953STDY8280480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280480,
DN591850D,O17,5953STDY8280481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280481,
DN591850D,P17,5953STDY8280482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280482,
DN591850D,A18,5953STDY8280483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280483,
DN591850D,B18,5953STDY8280484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280484,
DN591850D,C18,5953STDY8280485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280485,
DN591850D,D18,5953STDY8280486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280486,
DN591850D,E18,5953STDY8280487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280487,
DN591850D,F18,5953STDY8280488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280488,
DN591850D,G18,5953STDY8280489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280489,
DN591850D,H18,5953STDY8280490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280490,
DN591850D,I18,5953STDY8280491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280491,
DN591850D,J18,5953STDY8280492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280492,
DN591850D,K18,5953STDY8280493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280493,
DN591850D,L18,5953STDY8280494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280494,
DN591850D,M18,5953STDY8280495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280495,
DN591850D,N18,5953STDY8280496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280496,
DN591850D,O18,5953STDY8280497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280497,
DN591850D,P18,5953STDY8280498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280498,
DN591850D,A19,5953STDY8280499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280499,
DN591850D,B19,5953STDY8280500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280500,
DN591850D,C19,5953STDY8280501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280501,
DN591850D,D19,5953STDY8280502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280502,
DN591850D,E19,5953STDY8280503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280503,
DN591850D,F19,5953STDY8280504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280504,
DN591850D,G19,5953STDY8280505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280505,
DN591850D,H19,5953STDY8280506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280506,
DN591850D,I19,5953STDY8280507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280507,
DN591850D,J19,5953STDY8280508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280508,
DN591850D,K19,5953STDY8280509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280509,
DN591850D,L19,5953STDY8280510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280510,
DN591850D,M19,5953STDY8280511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280511,
DN591850D,N19,5953STDY8280512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280512,
DN591850D,O19,5953STDY8280513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280513,
DN591850D,P19,5953STDY8280514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280514,
DN591850D,A20,5953STDY8280515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280515,
DN591850D,B20,5953STDY8280516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280516,
DN591850D,C20,5953STDY8280517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280517,
DN591850D,D20,5953STDY8280518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280518,
DN591850D,E20,5953STDY8280519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280519,
DN591850D,F20,5953STDY8280520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280520,
DN591850D,G20,5953STDY8280521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280521,
DN591850D,H20,5953STDY8280522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280522,
DN591850D,I20,5953STDY8280523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280523,
DN591850D,J20,5953STDY8280524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280524,
DN591850D,K20,5953STDY8280525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280525,
DN591850D,L20,5953STDY8280526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280526,
DN591850D,M20,5953STDY8280527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280527,
DN591850D,N20,5953STDY8280528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280528,
DN591850D,O20,5953STDY8280529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280529,
DN591850D,P20,5953STDY8280530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280530,
DN591850D,A21,5953STDY8280531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280531,
DN591850D,B21,5953STDY8280532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280532,
DN591850D,C21,5953STDY8280533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280533,
DN591850D,D21,5953STDY8280534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280534,
DN591850D,E21,5953STDY8280535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280535,
DN591850D,F21,5953STDY8280536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280536,
DN591850D,G21,5953STDY8280537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280537,
DN591850D,H21,5953STDY8280538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280538,
DN591850D,I21,5953STDY8280539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280539,
DN591850D,J21,5953STDY8280540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280540,
DN591850D,K21,5953STDY8280541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280541,
DN591850D,L21,5953STDY8280542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280542,
DN591850D,M21,5953STDY8280543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280543,
DN591850D,N21,5953STDY8280544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280544,
DN591850D,O21,5953STDY8280545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280545,
DN591850D,P21,5953STDY8280546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280546,
DN591850D,A22,5953STDY8280547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280547,
DN591850D,B22,5953STDY8280548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280548,
DN591850D,C22,5953STDY8280549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280549,
DN591850D,D22,5953STDY8280550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280550,
DN591850D,E22,5953STDY8280551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280551,
DN591850D,F22,5953STDY8280552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280552,
DN591850D,G22,5953STDY8280553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280553,
DN591850D,H22,5953STDY8280554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280554,
DN591850D,I22,5953STDY8280555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280555,
DN591850D,J22,5953STDY8280556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280556,
DN591850D,K22,5953STDY8280557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280557,
DN591850D,L22,5953STDY8280558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280558,
DN591850D,M22,5953STDY8280559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280559,
DN591850D,N22,5953STDY8280560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280560,
DN591850D,O22,5953STDY8280561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280561,
DN591850D,P22,5953STDY8280562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280562,
DN591850D,A23,5953STDY8280563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280563,
DN591850D,B23,5953STDY8280564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280564,
DN591850D,C23,5953STDY8280565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280565,
DN591850D,D23,5953STDY8280566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280566,
DN591850D,E23,5953STDY8280567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280567,
DN591850D,F23,5953STDY8280568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280568,
DN591850D,G23,5953STDY8280569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280569,
DN591850D,H23,5953STDY8280570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280570,
DN591850D,I23,5953STDY8280571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280571,
DN591850D,J23,5953STDY8280572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280572,
DN591850D,K23,5953STDY8280573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280573,
DN591850D,L23,5953STDY8280574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280574,
DN591850D,M23,5953STDY8280575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280575,
DN591850D,N23,5953STDY8280576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280576,
DN591850D,O23,5953STDY8280577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280577,
DN591850D,P23,5953STDY8280578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280578,
DN591850D,A24,5953STDY8280579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280579,
DN591850D,B24,5953STDY8280580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280580,
DN591850D,C24,5953STDY8280581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280581,
DN591850D,D24,5953STDY8280582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280582,
DN591850D,E24,5953STDY8280583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280583,
DN591850D,F24,5953STDY8280584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280584,
DN591850D,G24,5953STDY8280585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280585,
DN591850D,H24,5953STDY8280586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280586,
DN591850D,I24,5953STDY8280587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280587,
DN591850D,J24,5953STDY8280588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280588,
DN591850D,K24,5953STDY8280589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280589,
DN591850D,L24,5953STDY8280590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280590,
DN591850D,M24,5953STDY8280591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280591,
DN591850D,N24,5953STDY8280592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280592,
DN591850D,O24,5953STDY8280593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280593,
DN591850D,P24,5953STDY8280594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280594,
DN591851E,A1,5953STDY8280595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280595,
DN591851E,B1,5953STDY8280596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280596,
DN591851E,C1,5953STDY8280597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280597,
DN591851E,D1,5953STDY8280598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280598,
DN591851E,E1,5953STDY8280599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280599,
DN591851E,F1,5953STDY8280600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280600,
DN591851E,G1,5953STDY8280601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280601,
DN591851E,H1,5953STDY8280602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280602,
DN591851E,I1,5953STDY8280603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280603,
DN591851E,J1,5953STDY8280604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280604,
DN591851E,K1,5953STDY8280605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280605,
DN591851E,L1,5953STDY8280606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280606,
DN591851E,M1,5953STDY8280607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280607,
DN591851E,N1,5953STDY8280608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280608,
DN591851E,O1,5953STDY8280609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280609,
DN591851E,P1,5953STDY8280610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280610,
DN591851E,A2,5953STDY8280611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280611,
DN591851E,B2,5953STDY8280612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280612,
DN591851E,C2,5953STDY8280613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280613,
DN591851E,D2,5953STDY8280614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280614,
DN591851E,E2,5953STDY8280615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280615,
DN591851E,F2,5953STDY8280616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280616,
DN591851E,G2,5953STDY8280617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280617,
DN591851E,H2,5953STDY8280618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280618,
DN591851E,I2,5953STDY8280619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280619,
DN591851E,J2,5953STDY8280620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280620,
DN591851E,K2,5953STDY8280621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280621,
DN591851E,L2,5953STDY8280622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280622,
DN591851E,M2,5953STDY8280623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280623,
DN591851E,N2,5953STDY8280624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280624,
DN591851E,O2,5953STDY8280625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280625,
DN591851E,P2,5953STDY8280626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280626,
DN591851E,A3,5953STDY8280627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280627,
DN591851E,B3,5953STDY8280628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280628,
DN591851E,C3,5953STDY8280629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280629,
DN591851E,D3,5953STDY8280630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280630,
DN591851E,E3,5953STDY8280631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280631,
DN591851E,F3,5953STDY8280632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280632,
DN591851E,G3,5953STDY8280633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280633,
DN591851E,H3,5953STDY8280634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280634,
DN591851E,I3,5953STDY8280635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280635,
DN591851E,J3,5953STDY8280636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280636,
DN591851E,K3,5953STDY8280637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280637,
DN591851E,L3,5953STDY8280638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280638,
DN591851E,M3,5953STDY8280639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280639,
DN591851E,N3,5953STDY8280640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280640,
DN591851E,O3,5953STDY8280641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280641,
DN591851E,P3,5953STDY8280642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280642,
DN591851E,A4,5953STDY8280643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280643,
DN591851E,B4,5953STDY8280644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280644,
DN591851E,C4,5953STDY8280645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280645,
DN591851E,D4,5953STDY8280646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5953STDY8280646,
